Unnamed: 0,Carat,Cut,Color,Clarity,Depth,Table,Price
30561,0.31,Ideal,D,VS2,61.2,55.0,734
30562,0.31,Ideal,D,VS2,62.1,54.0,734
30563,0.31,Ideal,D,VS2,61.8,55.0,734
30564,0.31,Ideal,D,VS2,61.7,56.0,734
30565,0.31,Ideal,D,VS2,61.6,57.0,734
30566,0.31,Ideal,D,VS2,62.2,56.0,734
30567,0.31,Ideal,D,VS2,61.2,55.0,734
30568,0.31,Ideal,E,VS1,60.9,57.0,734
30569,0.31,Ideal,D,VS2,61.349999999999994,54.0,734
30570,0.31,VeryGood,D,VS2,61.8,57.0,734
30571,0.31,Ideal,D,VS2,61.8,57.0,734
30572,0.31,Ideal,E,VS1,61.9,56.0,734
30573,0.31,Ideal,D,VS2,62.1,54.0,734
30574,0.31,Ideal,D,VS2,62.1,55.0,734
30575,0.31,Ideal,D,VS2,61.9,56.0,734
30576,0.31,Ideal,D,VS2,59.0,57.0,734
30577,0.31,Premium,D,VS2,62.0,59.0,734
30578,0.31,Ideal,D,VS2,62.1,54.0,734
30579,0.31,Ideal,D,VS2,62.2,57.0,734
30580,0.31,Ideal,D,VS2,61.5,56.0,734
30581,0.31,Ideal,D,VS2,61.6,55.0,734
30582,0.31,Premium,E,VS1,60.5,59.0,734
30583,0.31,Ideal,D,VS2,61.2,55.0,734
30584,0.31,Ideal,D,VS2,61.5,56.0,734
30585,0.31,Ideal,E,VS1,60.4,57.0,734
30586,0.31,Ideal,E,VS1,61.8,56.0,734
30587,0.31,Ideal,D,VS2,62.1,56.0,734
30588,0.31,Ideal,E,VS1,61.7,56.0,734
30589,0.31,Ideal,D,VS2,62.1,55.0,734
30590,0.31,Ideal,D,VS2,62.3,55.0,734
30591,0.31,Ideal,D,VS2,62.5,57.0,734
30592,0.31,Premium,D,VS2,60.7,59.0,734
30593,0.31,Ideal,D,VS2,60.7,56.0,734
30594,0.31,Ideal,E,VS1,61.4,57.0,734
30595,0.31,Premium,D,VS2,61.7,59.0,734
30596,0.3,VeryGood,D,SI2,62.9,58.0,447
30597,0.3,VeryGood,G,SI1,61.6,59.0,447
30598,0.3,Premium,D,SI2,62.3,58.0,447
30599,0.3,Ideal,D,SI2,62.25,56.0,447
30600,0.3,VeryGood,D,SI2,62.2,59.0,447
30601,0.34,VeryGood,I,SI1,61.8,57.0,447
30602,0.34,Good,F,SI2,63.5,56.0,447
30603,0.3,Ideal,D,SI2,62.1,57.0,447
30604,0.34,VeryGood,G,SI2,62.8,59.0,447
30605,0.3,VeryGood,G,SI1,62.8,56.0,447
30606,0.3,VeryGood,G,SI1,62.7,58.0,447
30607,0.3,Good,D,SI2,63.4,56.0,447
30608,0.3,Good,D,SI2,63.2,57.0,447
30609,0.3,VeryGood,D,SI2,61.8,58.0,447
30610,0.34,VeryGood,F,SI2,61.7,61.0,447
30611,0.3,VeryGood,G,SI1,58.8,60.0,447
30612,0.3,VeryGood,G,SI1,59.5,63.0,447
30613,0.3,VeryGood,G,SI1,59.7,60.0,447
30614,0.34,Premium,I,SI1,62.7,58.0,447
30615,0.34,VeryGood,G,SI2,62.8,58.0,447
30616,0.34,Good,I,SI1,63.7,54.0,447
30617,0.3,VeryGood,G,SI1,61.4,57.0,447
30618,0.3,VeryGood,G,SI1,62.9,59.0,447
30619,0.3,Premium,D,SI2,60.2,60.0,447
30620,0.28,Ideal,I,VS1,61.8,55.0,448
30621,0.28,Ideal,I,VS1,62.5,54.0,448
30622,0.28,Ideal,I,VS1,62.4,54.0,448
30623,0.26,Ideal,H,VS1,62.6,56.0,448
30624,0.26,Ideal,H,VS1,61.9,55.0,448
30625,0.26,Ideal,H,VS1,62.1,56.0,448
30626,0.31,Ideal,D,VS2,62.150000000000006,56.0,734
30627,0.31,Ideal,D,VS2,62.2,55.0,734
30628,0.31,Ideal,D,VS2,62.7,55.0,734
30629,0.41,VeryGood,G,SI1,60.4,58.0,735
30630,0.34,Ideal,G,VVS2,62.0,56.0,735
30631,0.3,Ideal,G,VVS1,60.9,56.8,735
30632,0.3,Ideal,G,VVS1,62.0,54.9,735
30633,0.3,Ideal,E,VS1,60.6,56.0,735
30634,0.41,Ideal,D,SI1,62.3,56.0,735
30635,0.36,Ideal,I,IF,61.8,55.0,735
30636,0.36,Ideal,I,IF,62.0,55.0,735
30637,0.36,Ideal,I,IF,61.9,54.0,735
30638,0.41,Fair,I,VS1,65.3,58.0,735
30639,0.42,Good,D,SI1,63.3,58.0,735
30640,0.42,VeryGood,D,SI1,63.0,59.0,735
30641,0.3,Ideal,F,VVS2,61.1,57.0,736
30642,0.3,Ideal,D,VS2,61.8,55.0,736
30643,0.4,Ideal,I,VS1,61.5,59.0,736
30644,0.4,Ideal,I,VS1,61.2,56.0,736
30645,0.4,Ideal,I,VS1,61.9,57.0,736
30646,0.3,Ideal,E,VS1,61.3,57.0,736
30647,0.32,Ideal,D,VS1,61.8,56.0,736
30648,0.4,Ideal,G,SI1,62.7,57.0,736
30649,0.33,Ideal,D,SI1,61.9,55.0,736
30650,0.33,Ideal,D,SI1,60.9,56.0,736
30651,0.31,VeryGood,D,VS1,62.3,56.0,736
30652,0.29,VeryGood,D,SI1,59.8,55.0,737
30653,0.38,Ideal,I,VVS2,61.7,56.0,737
30654,0.37,Ideal,E,VS2,61.0,56.0,737
30655,0.42,VeryGood,G,SI1,62.9,54.0,737
30656,0.3,Premium,F,VVS2,61.6,58.0,737
30657,0.4,Ideal,E,SI1,61.8,56.0,737
30658,0.4,Premium,F,SI1,62.5,59.0,737
30659,0.3,Premium,F,VVS2,61.1,59.0,737
30660,0.4,VeryGood,E,SI1,62.0,55.0,737
30661,0.3,Premium,F,VVS2,61.0,59.0,737
30662,0.4,VeryGood,I,VS1,63.0,56.0,737
30663,0.39,Good,I,VS1,63.1,58.0,737
30664,0.4,Premium,F,SI1,62.5,59.0,737
30665,0.4,VeryGood,F,SI1,62.8,59.0,737
30666,0.4,VeryGood,F,SI1,62.0,56.0,737
30667,0.3,VeryGood,G,VVS1,59.8,62.0,737
30668,0.4,VeryGood,F,SI1,62.9,57.0,737
30669,0.4,Premium,E,SI1,62.6,59.0,737
30670,0.4,VeryGood,F,SI1,62.7,57.0,737
30671,0.4,Premium,E,SI1,61.3,59.0,737
30672,0.4,Premium,F,SI1,61.2,58.0,737
30673,0.4,VeryGood,E,SI1,60.9,56.0,737
30674,0.4,Premium,E,SI1,60.1,59.0,737
30675,0.35,Ideal,I,IF,62.5,55.0,737
30676,0.4,Ideal,E,SI1,62.2,55.0,737
30677,0.4,Ideal,E,SI1,61.2,57.0,737
30678,0.3,VeryGood,G,VVS1,62.6,62.0,737
30679,0.4,VeryGood,F,SI1,62.2,57.0,737
30680,0.4,Premium,E,SI1,62.2,58.0,737
30681,0.4,Ideal,E,SI1,62.0,57.0,737
30682,0.42,Good,G,SI1,63.2,57.0,737
30683,0.4,Good,F,SI1,63.6,57.0,737
30684,0.4,VeryGood,E,SI1,62.8,59.0,737
30685,0.3,Premium,F,VVS2,61.5,58.0,737
30686,0.4,Ideal,E,SI1,60.5,57.0,737
30687,0.4,Premium,F,SI1,62.3,60.0,737
30688,0.4,VeryGood,I,VS1,62.9,59.0,737
30689,0.3,Premium,F,VVS2,61.4,59.0,737
30690,0.4,VeryGood,F,SI1,62.3,57.0,737
30691,0.4,Ideal,E,SI1,62.7,57.0,737
30692,0.42,Premium,G,SI1,61.7,58.0,737
30693,0.4,VeryGood,E,SI1,61.3,61.0,737
30694,0.42,VeryGood,G,SI1,62.5,56.0,737
30695,0.4,VeryGood,H,VS2,59.1,61.0,737
30696,0.4,Good,E,SI1,63.5,56.0,737
30697,0.3,Premium,G,VVS1,61.3,58.0,737
30698,0.3,VeryGood,F,VVS2,62.4,58.0,737
30699,0.42,VeryGood,G,SI1,62.2,58.0,737
30700,0.4,Premium,F,SI1,62.6,59.0,737
30701,0.3,Ideal,G,VVS1,61.4,56.0,737
30702,0.4,Premium,E,SI1,60.9,60.0,737
30703,0.4,Good,I,VS1,63.8,55.0,737
30704,0.37,VeryGood,E,VS1,63.7,56.0,738
30705,0.36,Ideal,E,VS2,60.7,56.0,738
30706,0.33,Ideal,E,VS2,61.3,55.0,738
30707,0.33,Ideal,E,VS2,61.1,55.0,738
30708,0.33,Ideal,E,VS2,60.5,55.0,738
30709,0.33,Ideal,E,VS2,61.5,55.0,738
30710,0.33,Ideal,F,VS1,61.6,55.0,738
30711,0.33,Ideal,F,VS1,61.2,57.0,738
30712,0.33,Ideal,F,VS1,62.1,55.0,738
30713,0.37,Good,F,SI1,63.7,55.0,738
30714,0.35,Fair,E,VVS2,66.2,61.0,738
30715,0.35,Fair,E,VVS2,66.2,58.0,738
30716,0.41,Good,D,SI1,64.15,57.0,738
30717,0.41,VeryGood,D,VS2,62.1,56.0,738
30718,0.41,Good,D,SI1,63.3,55.0,738
30719,0.41,Good,D,SI1,63.8,56.0,738
30720,0.41,VeryGood,D,SI1,63.5,62.0,738
30721,0.41,Good,D,SI1,63.2,58.0,738
30722,0.41,Good,D,SI1,63.4,55.0,738
30723,0.33,VeryGood,F,VVS2,61.1,56.0,739
30724,0.34,VeryGood,F,VS1,61.1,57.0,739
30725,0.32,Ideal,F,VVS2,62.1,54.0,739
30726,0.32,Ideal,E,VS1,62.2,54.0,739
30727,0.33,Ideal,D,VS1,61.7,55.0,739
30728,0.25,Ideal,F,IF,62.3,54.0,739
30729,0.3,Good,E,VVS1,61.2,63.0,739
30730,0.41,Good,G,SI1,64.2,57.0,739
30731,0.35,Good,D,SI1,57.7,60.0,739
30732,0.31,Premium,H,IF,60.8,59.0,739
30733,0.43,Good,E,SI1,63.1,56.0,739
30734,0.43,Good,E,SI1,63.4,57.0,739
30735,0.43,Premium,E,SI1,61.5,60.0,739
30736,0.43,Good,E,SI1,63.2,57.0,739
30737,0.43,Good,F,SI1,62.25,53.0,739
30738,0.43,Ideal,F,SI1,61.3,56.0,739
30739,0.43,Premium,F,SI1,61.7,58.0,739
30740,0.43,Good,F,SI1,63.8,57.0,739
30741,0.36,Good,D,VS2,63.4,54.0,739
30742,0.34,VeryGood,G,VVS2,62.3,59.0,740
30743,0.38,VeryGood,E,VS2,61.2,56.0,740
30744,0.34,Ideal,H,VVS1,62.2,54.0,740
30745,0.39,Ideal,H,VS1,61.9,57.0,740
30746,0.47,Ideal,J,SI1,61.9,55.0,740
30747,0.31,Fair,F,VVS1,63.1,61.0,740
30748,0.25,Premium,F,VVS2,62.0,59.0,740
30749,0.25,Premium,F,VVS1,60.7,59.0,740
30750,0.25,Premium,F,IF,61.1,58.0,740
30751,0.25,Ideal,E,VVS2,61.6,57.0,740
30752,0.25,Premium,E,VVS2,62.0,59.0,740
30753,0.25,Ideal,E,VVS2,62.1,57.0,740
30754,0.25,Premium,E,VVS2,61.5,59.0,740
30755,0.25,Premium,E,VVS2,62.5,59.0,740
30756,0.25,Premium,E,VVS2,62.5,59.0,740
30757,0.25,Premium,E,VVS1,60.7,60.0,740
30758,0.25,VeryGood,E,VVS2,63.1,56.0,740
30759,0.25,Ideal,E,VVS1,61.2,57.0,740
30760,0.25,Premium,E,VVS1,62.9,58.0,740
30761,0.25,Premium,E,VVS1,62.9,59.0,740
30762,0.33,Premium,F,VS2,60.0,60.0,740
30763,0.36,VeryGood,F,VS2,61.3,59.0,741
30764,0.4,VeryGood,I,VS1,61.7,57.0,741
30765,0.36,VeryGood,G,VS1,61.8,56.0,741
30766,0.33,VeryGood,F,VS1,62.7,59.0,741
30767,0.32,Ideal,F,VVS2,62.1,56.0,741
30768,0.38,Ideal,H,VS2,62.2,57.0,741
30769,0.37,Ideal,G,VS1,61.9,54.0,741
30770,0.35,Ideal,G,VS1,61.3,54.0,741
30771,0.4,Ideal,G,SI1,62.3,54.0,741
30772,0.4,Ideal,G,SI1,62.5,54.0,741
30773,0.3,Ideal,D,VVS2,59.5,56.0,741
30774,0.3,Premium,D,VVS2,60.7,59.0,741
30775,0.33,Ideal,E,VVS2,61.0,54.0,741
30776,0.4,Ideal,D,SI1,62.5,55.0,741
30777,0.33,Premium,E,VVS2,61.3,59.0,741
30778,0.39,VeryGood,G,VS1,61.7,62.0,741
30779,0.3,VeryGood,E,VVS2,62.5,56.0,742
30780,0.36,VeryGood,E,VVS2,60.2,59.0,742
30781,0.33,VeryGood,D,VS1,61.6,53.0,742
30782,0.3,VeryGood,D,VS1,62.2,58.0,742
30783,0.3,VeryGood,D,VS1,62.1,58.0,742
30784,0.3,Ideal,E,VVS2,61.2,56.0,742
30785,0.3,Ideal,E,VVS2,62.0,56.0,742
30786,0.3,Ideal,E,VVS2,61.1,56.0,742
30787,0.3,Ideal,E,VVS2,62.1,54.0,742
30788,0.3,Ideal,E,VVS2,60.8,57.0,742
30789,0.3,Ideal,E,VVS2,62.4,54.0,742
30790,0.3,Ideal,E,VVS2,62.3,54.0,742
30791,0.41,Ideal,I,VS2,62.0,57.0,742
30792,0.36,Ideal,E,VS2,61.7,55.0,742
30793,0.3,Ideal,D,VS1,60.8,58.0,742
30794,0.34,Ideal,D,VS1,61.3,56.0,742
30795,0.3,Ideal,D,VS1,62.8,57.0,742
30796,0.3,Ideal,D,VS1,61.2,59.0,742
30797,0.43,Ideal,F,SI2,60.7,57.0,742
30798,0.31,Good,F,VVS1,63.6,61.0,742
30799,0.3,Good,F,IF,60.0,63.0,742
30800,0.4,Good,D,VS1,64.0,55.0,742
30801,0.3,VeryGood,E,VVS2,62.4,57.0,743
30802,0.3,VeryGood,G,IF,60.5,58.0,743
30803,0.3,Fair,F,VVS2,65.5,61.0,743
30804,0.3,Ideal,E,VVS2,62.0,55.0,743
30805,0.35,Ideal,H,VVS1,62.0,53.9,743
30806,0.31,Ideal,G,VVS1,61.8,55.0,743
30807,0.41,Ideal,H,VS2,61.5,55.0,743
30808,0.38,Ideal,G,VS2,61.6,55.0,743
30809,0.38,Ideal,G,VS2,61.6,57.0,743
30810,0.39,Good,G,VS2,60.3,60.6,743
30811,0.33,Premium,G,VS2,61.4,60.0,743
30812,0.33,Ideal,G,VS2,62.8,54.0,743
30813,0.33,VeryGood,E,SI1,63.3,56.0,743
30814,0.33,Ideal,E,SI1,61.9,57.0,743
30815,0.33,Premium,E,SI1,59.1,58.0,743
30816,0.33,Good,E,SI1,63.8,55.0,743
30817,0.33,VeryGood,E,SI1,63.25,55.0,743
30818,0.33,Premium,E,SI1,62.7,56.0,743
30819,0.33,Ideal,I,VVS2,62.4,56.0,743
30820,0.33,Premium,I,VVS2,61.0,59.0,743
30821,0.33,Ideal,I,VVS2,62.4,57.0,743
30822,0.33,Premium,I,VVS2,62.1,56.0,743
30823,0.33,Premium,I,VVS2,62.2,59.0,743
30824,0.33,Ideal,I,VVS2,62.7,54.0,743
30825,0.33,Premium,I,VVS2,61.0,58.0,743
30826,0.33,Premium,I,VVS2,61.5,58.0,743
30827,0.33,Premium,I,VVS2,61.4,58.0,743
30828,0.33,Good,I,VVS2,63.7,56.0,743
30829,0.33,Premium,H,VS1,59.7,59.0,743
30830,0.33,Ideal,H,VS1,60.2,57.0,743
30831,0.33,Premium,H,VS1,59.2,58.0,743
30832,0.33,Premium,H,VS1,60.0,61.0,743
30833,0.33,Premium,H,VS1,60.7,59.0,743
30834,0.33,Ideal,H,VS1,61.4,57.0,743
30835,0.33,Ideal,H,VS1,61.7,54.0,743
30836,0.33,Premium,H,VS1,61.0,59.0,743
30837,0.33,Ideal,H,VS1,61.5,56.0,743
30838,0.33,Ideal,H,VS1,61.9,56.0,743
30839,0.33,Ideal,H,VS1,61.8,56.0,743
30840,0.33,Premium,H,VS1,61.9,58.0,743
30841,0.33,Premium,H,VS1,62.1,59.0,743
30842,0.33,Ideal,H,VS1,62.0,55.0,743
30843,0.33,Premium,H,VS1,60.2,62.0,743
30844,0.33,Premium,H,VS1,62.9,59.0,743
30845,0.33,Premium,H,VS1,61.5,58.0,743
30846,0.33,Premium,G,VS2,59.4,61.0,743
30847,0.33,Ideal,G,VS2,61.2,55.0,743
30848,0.33,Premium,G,VS2,60.9,56.0,743
30849,0.33,Ideal,G,VS2,61.2,55.0,743
30850,0.33,Premium,G,VS2,60.0,58.0,743
30851,0.33,Premium,G,VS2,59.3,61.0,743
30852,0.33,Premium,G,VS2,60.6,61.0,743
30853,0.33,Ideal,G,VS2,62.6,57.0,743
30854,0.33,Premium,G,VS2,60.8,58.0,743
30855,0.33,Ideal,G,VS2,62.2,56.0,743
30856,0.33,Ideal,G,VS2,62.0,57.0,743
30857,0.33,Ideal,G,VS2,61.6,55.0,743
30858,0.33,Premium,G,VS2,61.1,59.0,743
30859,0.33,Premium,G,VS2,61.3,59.0,743
30860,0.33,Ideal,G,VS2,62.2,56.0,743
30861,0.33,Premium,G,VS2,62.6,58.0,743
30862,0.33,Premium,G,VS2,62.0,58.0,743
30863,0.33,Premium,G,VS2,60.8,62.0,743
30864,0.33,Ideal,G,VS2,62.3,55.0,743
30865,0.33,Premium,G,VS2,62.1,56.0,743
30866,0.33,Ideal,G,VS2,62.6,56.0,743
30867,0.33,Ideal,G,VS2,62.5,57.0,743
30868,0.33,Ideal,G,VS2,62.3,57.0,743
30869,0.33,Premium,G,VS2,61.9,59.0,743
30870,0.33,Premium,G,VS2,62.6,58.0,743
30871,0.33,Premium,E,SI1,60.4,59.0,743
30872,0.33,Premium,E,SI1,60.7,57.0,743
30873,0.33,Premium,E,SI1,61.1,58.0,743
30874,0.33,Premium,E,SI1,60.9,58.0,743
30875,0.33,Premium,E,SI1,60.3,60.0,743
30876,0.33,Premium,E,SI1,60.2,58.0,743
30877,0.33,Ideal,E,SI1,62.0,54.0,743
30878,0.33,Premium,E,SI1,62.2,59.0,743
30879,0.33,Ideal,E,SI1,62.4,56.0,743
30880,0.33,Ideal,E,SI1,62.5,55.0,743
30881,0.33,Ideal,E,SI1,62.5,55.0,743
30882,0.33,Ideal,E,SI1,63.0,54.0,743
30883,0.33,Premium,E,SI1,62.0,60.0,743
30884,0.33,Premium,E,SI1,60.6,60.0,743
30885,0.42,VeryGood,E,SI1,60.0,61.0,743
30886,0.42,Ideal,E,SI1,62.1,55.0,743
30887,0.32,VeryGood,E,VVS2,62.4,56.0,744
30888,0.38,VeryGood,E,VS2,60.4,58.0,744
30889,0.38,Ideal,I,VVS1,60.6,58.0,744
30890,0.35,Ideal,E,VS2,61.6,57.0,744
30891,0.35,Ideal,E,SI1,61.650000000000006,55.0,744
30892,0.41,Ideal,D,SI1,61.7,56.0,744
30893,0.41,Ideal,D,SI1,61.9,55.0,744
30894,0.41,Ideal,D,SI1,63.0,53.0,744
30895,0.41,Ideal,D,SI1,60.5,57.0,744
30896,0.31,Good,F,VS2,64.2,59.0,744
30897,0.31,Ideal,F,VS1,62.4,55.0,744
30898,0.39,Ideal,G,VS2,61.95,54.0,745
30899,0.39,Ideal,G,VS2,61.5,57.0,745
30900,0.31,Ideal,E,VS2,60.9,57.0,745
30901,0.32,Ideal,E,VS1,61.7,56.0,745
30902,0.4,Ideal,G,SI2,60.4,56.0,745
30903,0.37,Ideal,G,SI1,60.9,55.0,745
30904,0.43,Ideal,F,SI1,61.4,55.0,745
30905,0.34,VeryGood,E,VS2,62.6,58.0,745
30906,0.34,Ideal,E,VS2,62.5,55.0,745
30907,0.34,Ideal,E,VS2,62.2,55.0,745
30908,0.34,Ideal,E,VS2,62.1,55.0,745
30909,0.34,Premium,E,VS2,60.9,60.0,745
30910,0.34,Ideal,E,VS2,62.4,55.0,745
30911,0.34,Ideal,F,VS1,62.2,56.0,745
30912,0.34,Premium,E,VS2,61.1,60.0,745
30913,0.34,Ideal,E,VS2,62.1,54.0,745
30914,0.34,Ideal,E,VS2,62.4,54.0,745
30915,0.34,Ideal,E,VS2,62.6,55.0,745
30916,0.34,Ideal,F,VS1,62.1,57.0,745
30917,0.34,VeryGood,E,VS2,62.8,58.0,745
30918,0.34,VeryGood,E,VS2,58.8,59.0,745
30919,0.34,Premium,E,VS2,61.9,58.0,745
30920,0.34,Ideal,E,VS2,62.6,57.0,745
30921,0.35,Ideal,F,VVS2,62.1,56.0,745
30922,0.35,VeryGood,H,VVS1,60.1,62.0,745
30923,0.34,Premium,F,VS1,61.25,58.0,745
30924,0.34,Ideal,E,VS2,62.4,56.0,745
30925,0.34,Premium,E,VS2,61.0,59.0,745
30926,0.26,Ideal,H,VS1,61.8,56.0,448
30927,0.33,Ideal,H,SI2,61.2,54.0,448
30928,0.24,VeryGood,H,VVS2,61.3,57.0,449
30929,0.24,VeryGood,H,VVS2,61.4,57.0,449
30930,0.24,VeryGood,H,VVS2,61.9,57.0,449
30931,0.24,VeryGood,H,VVS2,61.5,56.0,449
30932,0.24,VeryGood,G,VVS2,62.0,56.0,449
30933,0.24,VeryGood,G,VVS2,62.0,57.0,449
30934,0.24,VeryGood,G,VVS2,62.0,56.0,449
30935,0.24,VeryGood,H,VVS1,61.3,56.0,449
30936,0.24,VeryGood,H,VVS1,62.3,56.0,449
30937,0.27,VeryGood,E,VS2,58.6,57.0,449
30938,0.24,VeryGood,H,IF,61.3,56.0,449
30939,0.24,Ideal,H,VVS1,61.75,56.0,449
30940,0.27,Ideal,H,VS1,62.2,56.0,449
30941,0.32,Ideal,D,SI2,62.1,55.0,449
30942,0.32,Ideal,G,SI1,61.8,55.0,449
30943,0.23,VeryGood,D,SI2,63.5,57.0,449
30944,0.32,Premium,H,SI1,61.3,60.0,449
30945,0.32,VeryGood,H,SI1,61.9,59.0,449
30946,0.32,VeryGood,E,SI2,62.4,58.0,449
30947,0.32,Ideal,I,VS2,62.2,57.0,449
30948,0.32,VeryGood,H,SI1,61.9,58.0,449
30949,0.32,Ideal,I,VS2,62.5,55.0,449
30950,0.32,VeryGood,I,VS2,62.8,58.0,449
30951,0.32,Premium,E,SI2,61.2,58.0,449
30952,0.32,Ideal,E,SI2,62.0,55.0,449
30953,0.32,Ideal,I,VS2,62.5,57.0,449
30954,0.32,Ideal,I,VS2,62.0,57.0,449
30955,0.32,VeryGood,I,VS2,62.05,56.0,449
30956,0.4,VeryGood,H,VS2,62.1,56.0,746
30957,0.46,Ideal,J,VS2,61.4,56.0,746
30958,0.36,Ideal,G,VS1,61.3,56.0,746
30959,0.36,Ideal,G,VS1,61.1,55.0,746
30960,0.37,Ideal,F,SI1,61.6,56.0,746
30961,0.39,Premium,G,SI2,62.7,54.0,746
30962,0.39,VeryGood,J,VS2,63.3,56.0,746
30963,0.38,Ideal,I,SI1,62.3,56.0,746
30964,0.38,Premium,I,SI1,60.2,60.0,746
30965,0.38,Premium,I,SI1,60.75,58.0,746
30966,0.39,Premium,J,VS2,61.3,60.0,746
30967,0.39,Ideal,J,VS2,61.4,57.0,746
30968,0.37,VeryGood,G,VS1,59.2,61.0,746
30969,0.4,VeryGood,D,VS2,62.3,58.0,746
30970,0.38,VeryGood,F,VS1,61.4,61.0,746
30971,0.37,Premium,F,VS2,60.6,58.0,746
30972,0.37,Ideal,F,VS2,60.6,56.0,746
30973,0.37,Premium,F,VS2,59.7,59.0,746
30974,0.37,Premium,F,VS2,61.9,58.0,746
30975,0.37,VeryGood,F,VS2,61.2,60.0,746
30976,0.37,Premium,F,VS2,61.9,59.0,746
30977,0.37,Good,F,VS2,62.3,56.0,746
30978,0.37,Premium,F,VS2,62.7,58.0,746
30979,0.37,Good,G,VS1,63.1,56.0,746
30980,0.37,Premium,G,VS1,61.4,58.0,746
30981,0.37,VeryGood,G,VS1,61.5,58.0,746
30982,0.37,Ideal,F,VS2,61.1,57.0,746
30983,0.37,VeryGood,F,VS2,61.0,58.0,746
30984,0.37,VeryGood,H,VVS2,62.2,59.0,746
30985,0.37,Premium,H,VVS2,61.3,58.0,746
30986,0.37,Ideal,F,VS2,61.4,56.0,746
30987,0.37,Premium,F,VS2,59.8,59.0,746
30988,0.37,Premium,G,VS1,59.5,58.0,746
30989,0.37,Premium,F,VS2,61.2,58.0,746
30990,0.3,Ideal,G,VVS1,60.4,58.0,747
30991,0.3,Ideal,G,VVS1,61.7,55.0,747
30992,0.41,Ideal,I,VS2,61.5,55.0,747
30993,0.35,Ideal,F,VS2,62.1,54.0,747
30994,0.36,Ideal,E,VS2,61.0,54.0,747
30995,0.36,Ideal,E,VS1,61.4,56.0,747
30996,0.35,Ideal,E,VS1,62.3,57.0,747
30997,0.37,Ideal,F,SI1,61.6,55.0,747
30998,0.32,VeryGood,E,VVS1,59.0,61.0,748
30999,0.41,Good,H,SI1,64.3,54.0,748
31000,0.45,Ideal,I,VS2,61.3,55.0,748
31001,0.39,Ideal,G,SI1,61.3,54.0,748
31002,0.29,Ideal,F,IF,61.9,56.0,748
31003,0.35,Ideal,F,SI1,62.4,55.0,748
31004,0.35,Premium,F,SI1,60.2,58.0,748
31005,0.35,Ideal,F,SI1,62.2,56.0,748
31006,0.35,Premium,F,SI1,61.7,58.0,748
31007,0.35,Premium,F,SI1,62.1,58.0,748
31008,0.35,Ideal,F,SI1,62.5,54.0,748
31009,0.35,Good,F,SI1,63.6,54.0,748
31010,0.35,VeryGood,F,SI1,63.1,56.0,748
31011,0.31,VeryGood,E,VVS2,62.4,56.0,749
31012,0.31,VeryGood,G,VVS1,60.95,55.0,749
31013,0.31,Ideal,E,VVS1,59.5,60.0,749
31014,0.41,Good,F,VS2,59.7,63.0,749
31015,0.31,Ideal,F,VS2,61.6,56.0,749
31016,0.37,Premium,I,VS1,61.4,59.0,749
31017,0.37,Good,H,VS2,63.7,55.0,749
31018,0.37,Premium,H,VS2,59.5,61.0,749
31019,0.31,Premium,G,VS1,58.2,61.0,749
31020,0.31,Ideal,G,VS1,61.9,55.0,749
31021,0.31,Premium,F,VS2,58.3,61.0,749
31022,0.31,Premium,F,VS2,59.4,58.0,749
31023,0.31,Ideal,F,VS2,60.8,57.0,749
31024,0.31,Ideal,F,VS2,62.2,56.0,749
31025,0.31,Premium,F,VS2,60.7,61.0,749
31026,0.31,Ideal,F,VS2,61.6,56.0,749
31027,0.31,Ideal,F,VS2,61.9,57.0,749
31028,0.31,VeryGood,F,VS2,63.5,55.0,749
31029,0.31,Premium,F,VS2,63.0,57.0,749
31030,0.31,Good,F,VS2,63.6,54.0,749
31031,0.31,Good,F,VS2,63.7,59.0,749
31032,0.37,Premium,H,VS2,61.4,58.0,749
31033,0.31,VeryGood,G,VS1,63.3,57.0,749
31034,0.34,Ideal,D,VS1,60.7,57.0,749
31035,0.34,Ideal,D,VS1,62.6,56.0,749
31036,0.34,Ideal,D,VS1,61.4,56.0,749
31037,0.38,VeryGood,I,VS1,62.0,55.0,750
31038,0.39,Ideal,I,VVS2,62.0,56.0,750
31039,0.33,Ideal,F,VVS2,60.85,55.0,750
31040,0.4,Good,I,VVS2,59.7,62.0,750
31041,0.34,Ideal,D,SI1,62.0,55.0,750
31042,0.34,Premium,D,SI1,62.0,58.0,750
31043,0.41,Ideal,H,VS1,61.8,56.0,750
31044,0.42,VeryGood,G,SI1,62.2,54.0,751
31045,0.4,Ideal,I,VVS2,62.6,54.0,751
31046,0.34,Ideal,G,VVS2,62.4,53.0,751
31047,0.3,Ideal,F,VVS2,61.6,55.0,751
31048,0.34,Ideal,H,VVS1,61.6,53.0,751
31049,0.34,Ideal,H,VVS1,61.1,56.0,751
31050,0.38,Ideal,E,VS2,61.9,57.0,751
31051,0.38,VeryGood,I,VVS1,63.5,57.0,752
31052,0.38,VeryGood,F,VS2,59.7,57.0,752
31053,0.24,Ideal,E,VVS1,60.9,56.0,752
31054,0.39,Ideal,G,VS1,61.3,56.0,752
31055,0.31,Ideal,D,VS1,60.5,57.0,752
31056,0.38,Good,F,VS2,62.7,58.0,752
31057,0.27,Premium,E,VVS2,61.8,59.0,752
31058,0.27,Ideal,E,VVS1,62.0,56.0,752
